ESC_47	ESC_19	ESC_20	ESC_13	ESC_11	ESC_28	ESC_3	ESC_36	ESC_22	ESC_37	ESC_29	ESC_45	ESC_15	ESC_14	ESC_10	ESC_1	ESC_21	ESC_5	ESC_6	ESC_23	ESC_35	ESC_25	ESC_2	ESC_43	ESC_30	ESC_12	ESC_24	ESC_27	ESC_40	ESC_7	ESC_17	ESC_38	ESC_39	ESC_16	ESC_4	ESC_9	ESC_31	ESC_33	ESC_42	ESC_18	ESC_34	ESC_26	ESC_48	ESC_41	MEF_54	MEF_61	MEF_67	MEF_91	MEF_62	MEF_70	MEF_78	MEF_90	MEF_49	MEF_77	MEF_53	MEF_74	MEF_59	MEF_81	MEF_84	MEF_83	MEF_79	MEF_72	MEF_60	MEF_88	MEF_73	MEF_71	MEF_51	MEF_65	MEF_66	MEF_76	MEF_68	MEF_92	MEF_89	MEF_64	MEF_87	MEF_82	MEF_75	MEF_69	MEF_52	MEF_50	MEF_86	MEF_63	MEF_56	MEF_55	MEF_80	MEF_85	MEF_58	MEF_57
Abhd13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	120	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	26	0	59	0	14	2	0	162	0	1	0	0	7	45	0	0	0	11	76	0	63	5	230	0	0	0	0	18	164	114	29	0	0	84	19	6	0	81	113	14	0	0	22	12
Rps16-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930402G23Rik	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
9530052E02Rik	1	0	0	0	1	0	1	0	0	0	0	0	2	0	8	0	17	0	0	0	0	0	0	0	0	0	0	20	0	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	123	0	0	0	0	0	0	0	5	0	4	0	0	0	0	11	118	0	0	0	0	0	1	0	0	113	38	2	0	0	0	0	43	0	0	0	0	1	0	0	7	11
Gm15418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col4a1	10	7	16	5	16	0	4	5	39	0	11	2	1	2	52	0	20	0	2	9	8	14	0	1	6	7	1	70	0	30	0	1	23	7	31	0	5	8	5	0	7	19	14	36	153	252	147	1590	57	1858	554	88	296	64	17	595	43	927	265	325	79	158	238	44	486	101	364	3682	51	870	1309	238	609	139	1789	185	1543	616	262	110	86	2852	9	3026	3	45	1074	2257
Col4a2	20	2	6	0	2	1	0	31	53	0	8	19	0	0	26	14	12	0	13	41	6	44	4	0	29	0	0	8	0	14	0	0	16	3	21	0	8	1	1	0	9	9	2	13	47	953	169	978	123	816	568	63	243	115	0	537	137	812	29	123	67	444	302	578	159	340	218	3662	120	199	1121	519	1432	226	1079	52	411	384	329	51	108	2022	104	2368	0	115	591	1750
Rab20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	6	0	0	0	0	21	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carkd	9	0	1	0	0	0	0	10	1	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	9	69	0	0	0	0	0	0	0	0	0	0	0	0	0	36	18	0	42	0	44	0	0	0	0	0	25	0	0	24	0	41	0	26	57	0	0	0	9	10	0	7	157	0	0	0	29	0	3	0	0	0	0	0	0	0	28	7
Cars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ing1	0	1	0	0	0	0	0	0	32	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	19	0	5	10	0	1	0	0	0	44	4	50	0	0	11	125	199	82	0	11	119	2	0	8	0	199	111	179	0	0	190	25	0	182	29	114	82	0	53	0	0	130	0	0	0	55	1	78	0	22	78	394
Ankrd10	0	0	0	0	9	0	0	0	2	0	0	26	0	0	0	0	1	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	38	0	0	0	5	0	0	0	17	0	27	20	14	23	0	18	0	62	0	53	48	0	0	48	0	49	22	72	0	127	2	17	17	64	1	84	49	3	40	0	0	18	0	0	0	8	32	5	0	0	11	36
1700016D06Rik	26	1	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
Gm25467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Arhgef7	9	0	0	0	0	0	0	0	0	0	0	23	0	0	4	0	0	0	54	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	17	0	0	0	55	0	17	23	13	0	0	3	0	35	75	95	0	0	7	0	26	0	0	18	117	43	0	81	141	25	0	47	15	18	0	0	3	0	33	123	0	0	0	8	15	0	0	0	0	47
Gm5607	23	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Tubgcp3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	2	13	1	0	0	1	0	0	0	5	0	0	0	0	20	0	0	0	0	0	3	0	0	32	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	9	0	0	0	37	0
Atp11a	0	7	2	0	39	0	0	1	15	18	0	6	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	3	0	0	7	0	0	0	0	0	0	5	13	12	2	220	69	64	0	109	4	11	77	168	0	4	1	170	2	14	1	41	25	80	27	107	93	25	16	77	64	274	0	0	140	0	36	0	6	75	0	122	93	133	78	0	4	34
Mcf2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Gm15352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcid2	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	37	0	6	0	0	27	0	33	0	0	0	105	6	87	0	6	0	0	0	107	0	23	92	0	0	0	0	0	0	4	0	43	30	0	0	0	0	0	0	26	0	0	0	0
Cul4a	0	0	0	72	4	0	0	0	3	0	0	0	0	0	0	0	7	0	0	1	0	0	4	0	0	89	0	0	0	8	27	0	0	0	12	0	0	0	0	0	4	0	0	2	30	263	88	88	13	43	0	45	84	0	0	12	1	122	42	0	0	55	64	30	157	53	79	461	0	161	114	111	1	41	81	0	64	8	22	1	0	0	51	29	1	26	441	15
Lamp1	48	19	26	0	22	0	0	1	94	0	3	93	0	51	63	6	48	4	0	22	1	0	1	8	0	0	19	21	0	8	6	15	0	8	33	1	15	4	0	0	53	29	0	14	178	2008	641	1063	164	556	139	1039	130	732	50	586	385	444	762	42	85	298	390	716	291	347	189	1650	44	1099	367	913	567	945	2306	42	598	1092	531	101	325	1806	405	665	159	57	1454	856
Grtp1	0	0	0	0	37	0	25	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcun1d2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25	7	0	0	0	0	0	0	0	35	0	0	13	0	10	0	0	0	0	0	0	0	98	27	0	100	0	0	0	7	0	0	0	0	0	1	0	24	0	0	0	0	5	0
Tmco3	0	0	0	0	13	0	17	7	4	135	2	201	0	1	0	0	11	0	41	1	0	8	0	0	0	0	0	1	0	0	0	0	7	0	4	107	0	0	0	0	34	0	0	3	0	32	4	46	22	0	25	145	10	90	0	0	0	5	0	71	0	21	25	0	0	147	58	3	71	277	108	6	1	118	33	0	20	815	248	11	3	6	52	5	22	11	35	62
Tfdp1	0	0	0	0	0	0	0	0	50	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	167	57	0	204	0	0	0	0	94	0	0	0	0	0	0	0	0	1	27	0	0	0	128	0	0	0	0	0	31	24	0	29	0	0	0	0	0	0	0	0	16	0	18	0
Grk1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas6	7	0	0	0	0	0	0	5	6	0	3	0	0	0	12	0	0	0	0	12	0	0	8	0	3	0	8	3	1	21	2	0	0	0	13	4	0	0	0	17	9	5	0	8	45	99	42	333	62	1221	32	5	539	45	0	81	88	654	59	0	0	22	171	196	521	30	22	0	217	159	631	14	31	17	970	69	40	204	43	100	8	142	122	1359	2	32	182	338
Rasa3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	26	0	0	30	188	3	46	0	0	0	0	71	0	82	0	0	0	160	19	0	43	53	0	0	0	26	0	0	0	0	26	55	0	31	0	132	0	0	0	0	74	1
Cdc16	124	0	0	0	4	0	0	0	0	0	0	0	0	8	1	0	14	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	16	0	0	2	2	0	0	1	0	0	0	3	81	11	23	0	30	114	6	0	4	0	0	53	0	112	0	0	114	7	142	134	39	2	17	41	47	31	203	81	16	0	83	0	0	0	0	152	2	122	19	46	126	74
Upf3a	0	0	0	0	0	78	0	0	1	0	0	7	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	8	4	121	0	30	2	22	0	33	6	281	41	0	0	50	117	49	0	0	7	61	0	8	0	93	0	2	120	10	69	43	0	8	26	335	0	81	0	3	72	27
Champ1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	34	141	3	0	0	0	0	0	0	0	21	12	0	0	0	0	0	41	28	110	0	0	105	0	0	73	4	13	52	0	2	0	0	40	0	0	0	0	0	30	0	0	0	0
Gm24698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprs	2	52	0	0	0	0	0	0	7	0	35	0	0	14	0	0	0	0	1	33	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	54	0	12	27	0	0	0	79	0	10	0	0	0	0	0	0	0	0	5	14	0	0	0	24	0	0	1	258	37	3	17	0	0	0	4	0	0	0	0	0	0	0	13	169
Fbxo25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	8	45	135	5	10	0	0	17	14	64	62	0	4	0	13	32	0	0	21	38	40	47	52	81	20	26	200	27	169	0	29	218	8	82	80	0	1	51	47	0	2	0	4	0	108
Tdrp	13	0	0	0	52	0	16	0	0	0	0	0	0	0	11	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	1	0	0	0	43	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	4	7	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	18
Erich1	6	0	20	0	1	0	0	14	0	0	0	0	0	0	0	0	0	3	0	40	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	13	60	0	0	6	2	2	0	0	0	72	0	0	8	31	59	1	0	8	38	0	32	56	5	0	27	5	98	23	0	98	0	0	62	5	50	0	0	0	10	1	0	0	0	0
Gm10699	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
Cln8	10	10	0	0	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	77	244	43	0	0	0	0	0	29	0	0	2	24	48	0	0	0	30	35	0	0	0	0	30	7	0	11	59	117	84	0	0	0	0	0	31	0	0	0	0	0	0	12	3
Arhgef10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	38	0	0	0	0	23	0	0	0	0	0	11	0	0	0	7	14	0	0	99	0	0	0	1	25	0	0	69	0	1	18	0	44	61	0	0	43	0
Kbtbd11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom2	2	1	4	0	5	0	0	0	34	0	0	1	0	0	42	2	7	2	5	10	1	0	1	0	0	0	0	0	1	3	0	5	0	10	2	0	1	1	1	0	2	11	0	12	19	1585	297	1	0	659	0	12	369	5	2	27	1	494	660	0	0	91	162	0	4	0	0	292	12	7	1315	1855	552	537	1658	0	2	7	597	2	1	445	6	44	0	0	30	358
Csmd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcph1	37	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	76	0	0	0	0	0	0	0	4	0	0	0	0	25	0	0	0	114	0	23	0	0	93	0	0	0	0	0	77	0	0	0	0	13	0	0	0	0	29	20	0	5	0	0	59	0	0	0	0	0	0	0	0	242	0
Angpt2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat5	2	62	11	0	0	0	0	0	0	3	0	1	0	10	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	9	38	22	0	6	1	30	0	0	19	23	0	103	0	13	61	21	0	0	0	1	128	0	1	0	0	9	0	0	0	0	0	0	61	0	0	0
Xkr5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Rpl19-ps11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	2	6
Gm15359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm6483	1	2	1	3	0	1	0	3	3	1	0	3	17	1	107	0	1	1	0	105	2	5	0	2	0	0	18	0	0	0	1	7	1	2	0	0	0	17	0	116	4	17	2	81	4	0	0	0	0	10	6	0	0	0	0	0	39	0	33	46	0	0	20	0	0	1	1	13	0	0	6	0	0	0	0	0	18	0	0	4	0	4	0	36	0	69	0	0
Gm26853	0	24	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	9	0	0	80	0	0	0	128	0	0	0	0	3	23	1	2	0	0	13	0	0	2	0	0	0	0	0	0	0	0	79	0	37	0	27	0	0	0	0	0	0	0	0	0	1	91	9	0	0	0	0
Gm21769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	26
Gm21811	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6820431F20Rik	0	0	0	0	0	0	43	0	3	0	0	0	0	66	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	30	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	9	0	0	24	0	0	0	0	0	0	0	0	141	0	0	0	0
2610005L07Rik	4	35	2	291	2	0	364	74	15	0	0	28	0	31	0	35	177	49	9	122	25	354	0	24	0	0	0	322	15	0	0	2	18	0	0	390	0	97	0	18	9	0	0	3	46	14	0	0	8	0	36	0	41	3	0	1	38	2	1	0	0	4	1	0	2	0	0	0	0	25	15	7	0	31	40	0	0	41	0	0	0	0	56	3	0	0	56	2
Gm26804	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21092	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Gm20945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	8
Gm6689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg11	24	0	0	0	0	0	0	0	30	0	0	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	306	0	0	0	5	0	0	0	0	0	0	0	0	0	0	40	125	69	0	0	0	0	39	0	0	0	24	0	3	0	0	0	1	0	8	0	0	0	0	0	44	57	53	0	0	0	37	43	29	0	0	0	1	69	0	0	33	60
Nek5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Nek3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	39	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
Ckap2	0	0	46	0	5	0	0	1	3	0	16	1	0	7	1	0	5	5	11	14	0	31	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	2	40	0	0	0	0	0	75	0	8	26	0	15	15	0	0	0	0	0	0	0	32	0	0	0	0	663	1	0	0	10	1	146	7	0	0	0	0	2	0	0	0	5	0	0	0	109	0
Vps36	2	10	23	1	5	0	0	1	12	0	1	32	0	6	22	11	63	7	8	0	41	16	0	0	12	0	52	22	10	2	0	1	0	0	1	0	5	0	0	0	0	8	0	46	57	138	6	92	0	79	48	130	93	111	5	72	11	322	88	153	1	14	1	0	0	134	60	0	0	155	199	197	151	128	214	13	43	168	2	8	50	51	55	194	1	6	73	15
Thsd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a15	0	0	24	33	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	34	62	0	0	0	0	0	0	0	0	7	0	0	0	88	0	0	0	0	135	20	0	0	26	0	10	84	0	0	0	0	0	0	0	0	0	0
Mrps31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	1	0	54	0	3	0	0	0	0	0	0	0	0	0	27	0	39	0	1	1	0	25	67	0	0	0	6	0	0	11	35	0	0	3	0	0	3	0	0	0	63	0	0	0	0	0	0
Smim19	0	1	0	0	22	0	0	18	0	0	0	0	0	0	8	0	15	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	4	1	0	1	0	0	0	0	0	0	75	22	0	43	5	0	4	2	0	0	0	72	67	135	42	17	0	0	0	48	0	0	0	0	0	0	0	67	0
Slc20a2	0	0	11	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	13	0	0	0	0	3	0	0	0	0	0	18	0	2	2	0	0	0	0	3	0	0	0	34	242	40	0	0	18	0	0	62	72	0	67	3	25	87	0	0	0	67	36	0	21	69	36	0	1	50	63	75	8	36	6	2	17	0	24	0	0	85	0	0	0	43	0
Gm17491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
